sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,geometry,provincia_geojson,match_check
RA-78,92809.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.85,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1935-11-09,1935-12-07,1935-12-08,1935-12-11,"{""type"":""Point"",""coordinates"":[-67.417250620000004,-45.805982839999999]}",0101000020E6100000B0C8F13BB4DA50C0F67719722AE746C0,POINT (-67.41725062 -45.80598284),,True
R-7,92864.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.97,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1947-10-14,1947-11-14,1947-11-15,1947-11-27,"{""type"":""Point"",""coordinates"":[-67.524191779999995,-45.90552692]}",0101000020E6100000A6FBAD5B8CE150C018865D4EE8F346C0,POINT (-67.52419178 -45.90552692),,True
R-8,92865.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.38,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1947-12-06,1948-01-24,1948-01-25,1948-04-04,"{""type"":""Point"",""coordinates"":[-67.524275739999993,-45.905573429999997]}",0101000020E6100000B758D5BB8DE150C0FFFC84D4E9F346C0,POINT (-67.52427574 -45.90557343),,True
R-9,92866.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.63,1066.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1948-04-11,1948-05-27,1948-05-28,1948-06-03,"{""type"":""Point"",""coordinates"":[-67.524351839999994,-45.905619399999999]}",0101000020E61000006F1905FB8EE150C0C3CF2456EBF346C0,POINT (-67.52435184 -45.9056194),,True
R-12,92867.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.97,1060.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1948-06-12,1948-07-27,1948-07-28,1948-08-09,"{""type"":""Point"",""coordinates"":[-67.524071320000004,-45.905457429999998]}",0101000020E6100000FB0A6F628AE150C096E27007E6F346C0,POINT (-67.52407132 -45.90545743),,True
R-13,92868.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,1061.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1950-01-24,1950-02-26,1950-02-27,1950-03-07,"{""type"":""Point"",""coordinates"":[-67.519226110000005,-45.907488430000001]}",0101000020E61000007A6B26003BE150C0982CB49428F446C0,POINT (-67.51922611 -45.90748843),,True
R-14,92869.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.519122019999998,-45.907418880000002]}",0101000020E610000024A2904B39E150C0BDAF464D26F446C0,POINT (-67.51912202 -45.90741888),,True
R-19,92873.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,1059.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1950-03-23,1950-04-21,1950-04-24,1950-05-10,"{""type"":""Point"",""coordinates"":[-67.519078019999995,-45.907386729999999]}",0101000020E61000003CFE039338E150C05216953F25F446C0,POINT (-67.51907802 -45.90738673),,True
R-24,92874.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,1147.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1950-07-10,1950-08-27,1950-08-28,1950-09-18,"{""type"":""Point"",""coordinates"":[-67.519302120000006,-45.907537900000001]}",0101000020E61000002F89F53E3CE150C0B530B0332AF446C0,POINT (-67.51930212 -45.9075379),,True
R-29,92875.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1951-02-07,1951-03-09,1951-03-10,1951-03-16,"{""type"":""Point"",""coordinates"":[-67.519078010000001,-45.907386729999999]}",0101000020E61000007541F99238E150C05216953F25F446C0,POINT (-67.51907801 -45.90738673),,True
R-30,92876.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1950-10-04,1950-11-08,1950-11-09,1950-11-18,"{""type"":""Point"",""coordinates"":[-67.519232369999997,-45.90759242]}",0101000020E61000002C0B681A3BE150C0AEFF08FD2BF446C0,POINT (-67.51923237 -45.90759242),,True
R-32,92877.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.92,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1950-11-26,1951-01-12,1951-01-13,1951-01-28,"{""type"":""Point"",""coordinates"":[-67.519078669999999,-45.90738674]}",0101000020E6100000E0ECBD9538E150C0E18FAA3F25F446C0,POINT (-67.51907867 -45.90738674),,True
R-33,92878.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.3,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1953-06-27,1953-08-17,1953-08-18,1953-08-24,"{""type"":""Point"",""coordinates"":[-67.516032129999999,-45.906983279999999]}",0101000020E61000004182A0AB06E150C035CF320718F446C0,POINT (-67.51603213 -45.90698328),,True
R-34,92879.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.02,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1953-04-18,1953-06-04,1953-06-05,1953-06-16,"{""type"":""Point"",""coordinates"":[-67.516028680000005,-45.906987100000002]}",0101000020E61000007A19289D06E150C06B323E2718F446C0,POINT (-67.51602868 -45.9069871),,True
R-35,92880.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.46,1187.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1953-09-02,1953-10-17,1953-10-23,1953-11-07,"{""type"":""Point"",""coordinates"":[-67.516028669999997,-45.906987100000002]}",0101000020E6100000B25C1D9D06E150C06B323E2718F446C0,POINT (-67.51602867 -45.9069871),,True
R-38,92881.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.81,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1952-04-01,1952-04-28,1952-04-29,1952-07-05,"{""type"":""Point"",""coordinates"":[-67.516028660000003,-45.906987100000002]}",0101000020E6100000EB9F129D06E150C06B323E2718F446C0,POINT (-67.51602866 -45.9069871),,True
R-39,92882.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.83,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1952-09-07,1952-10-25,1952-10-28,1952-11-17,"{""type"":""Point"",""coordinates"":[-67.516028649999996,-45.906987100000002]}",0101000020E610000023E3079D06E150C06B323E2718F446C0,POINT (-67.51602865 -45.9069871),,True
R-40,92883.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.8,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1952-07-07,1952-08-13,1952-08-14,1952-08-31,"{""type"":""Point"",""coordinates"":[-67.516028640000002,-45.906987100000002]}",0101000020E61000005C26FD9C06E150C06B323E2718F446C0,POINT (-67.51602864 -45.9069871),,True
R-41,92884.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.86,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1952-11-28,1953-01-08,1953-01-09,1953-01-24,"{""type"":""Point"",""coordinates"":[-67.516028629999994,-45.906987100000002]}",0101000020E61000009469F29C06E150C06B323E2718F446C0,POINT (-67.51602863 -45.9069871),,True
R-42,92885.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.96,1226.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1952-02-03,1952-03-25,1952-03-29,1952-04-10,"{""type"":""Point"",""coordinates"":[-67.51602862,-45.906987100000002]}",0101000020E6100000CDACE79C06E150C06B323E2718F446C0,POINT (-67.51602862 -45.9069871),,True
R-47,92886.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.11,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1954-12-02,1955-01-20,1955-01-21,1955-04-17,"{""type"":""Point"",""coordinates"":[-67.51103981,-45.894020509999997]}",0101000020E6100000DCB951E0B4E050C09D339A436FF246C0,POINT (-67.51103981 -45.89402051),,True
R-49,92887.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.81,1406.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1953-12-16,1954-05-11,1954-05-12,1954-07-13,"{""type"":""Point"",""coordinates"":[-67.516032139999993,-45.906983189999998]}",0101000020E6100000083FABAB06E150C02F89710618F446C0,POINT (-67.51603214 -45.90698319),,True
CH-986,92891.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,7.92,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.505259390000006,-45.884714090000003]}",0101000020E610000001037B2B56E050C0226EB14F3EF146C0,POINT (-67.50525939 -45.88471409),,True
CH-987,92892.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.65,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.503413379999998,-45.884375030000001]}",0101000020E610000001DEC0EC37E050C0E09F733333F146C0,POINT (-67.50341338 -45.88437503),,True
CH-988,92893.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.35,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.503284620000002,-45.882933819999998]}",0101000020E6100000B5DEB1D035E050C057B7B4F903F146C0,POINT (-67.50328462 -45.88293382),,True
CH-1112,92894.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.95,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.429198450000001,-45.812508729999998]}",0101000020E61000009C8FC6FC77DB50C041883B4900E846C0,POINT (-67.42919845 -45.81250873),,True
CH-1113,92895.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.84,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.430697359999996,-45.813195120000003]}",0101000020E61000001BEBA88B90DB50C05AD516C716E846C0,POINT (-67.43069736 -45.81319512),,True
CH-1114,92896.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.67,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.432157219999993,-45.813898950000002]}",0101000020E610000056A8C176A8DB50C0D73F3ED72DE846C0,POINT (-67.43215722 -45.81389895),,True
CH-1115,92897.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.46,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.433510949999999,-45.814718259999999]}",0101000020E61000004E2DB6A4BEDB50C0B7131DB048E846C0,POINT (-67.43351095 -45.81471826),,True
CH-1116,92898.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.45,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.435266200000001,-45.814985239999999]}",0101000020E61000007883C366DBDB50C0E842B46F51E846C0,POINT (-67.4352662 -45.81498524),,True
CH-1117,92899.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.34,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.436804589999994,-45.815645099999998]}",0101000020E6100000BB323D9BF4DB50C042D2020F67E846C0,POINT (-67.43680459 -45.8156451),,True
CH-1118,92900.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.25,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.437964500000007,-45.816497699999999]}",0101000020E6100000C713419C07DC50C02E6123FF82E846C0,POINT (-67.4379645 -45.8164977),,True
CH-1119,92901.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.37,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.439778599999997,-45.816963350000002]}",0101000020E6100000C31E245525DC50C0EB234B4192E846C0,POINT (-67.4397786 -45.81696335),,True
CH-1120,92902.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.36,575.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.537493190899994,-45.978923264300001]}",0101000020E61000003E2FD74966E250C025BB865B4DFD46C0,POINT (-67.5374931909 -45.9789232643),,True
CH-1253,92903.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.72,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.503431599999999,-45.881298289999997]}",0101000020E610000078712C3938E050C00DC9E261CEF046C0,POINT (-67.5034316 -45.88129829),,True
CH-1254,92904.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,7.98,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.507822009999998,-45.88619611]}",0101000020E6100000E548E32780E050C06E25C7DF6EF146C0,POINT (-67.50782201 -45.88619611),,True
CH-1255,92905.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.82,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.503801409999994,-45.885756659999998]}",0101000020E61000003CE844483EE050C00475677960F146C0,POINT (-67.50380141 -45.88575666),,True
CH-1256,92906.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.64,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.501983789999997,-45.885318980000001]}",0101000020E6100000044B9E8020E050C065D0E02152F146C0,POINT (-67.50198379 -45.88531898),,True
CH-1296,92907.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.31,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1937-09-13,1937-12-20,1937-12-21,1937-12-27,"{""type"":""Point"",""coordinates"":[-67.501321570000002,-45.882638180000001]}",0101000020E61000007BFB10A715E050C086A6B249FAF046C0,POINT (-67.50132157 -45.88263818),,True
CH-1432,92909.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.03,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.439310169999999,-45.818531450000002]}",0101000020E6100000D03C67A81DDC50C0AD3F78A3C5E846C0,POINT (-67.43931017 -45.81853145),,True
CH-1433,92910.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.71,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.437853110000006,-45.817719779999997]}",0101000020E6100000B9F90CC905DC50C03732B00AABE846C0,POINT (-67.43785311 -45.81771978),,True
CH-1434,92911.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.32,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.436394089999993,-45.816980049999998]}",0101000020E6100000EE2D7AE1EDDB50C0021E62CD92E846C0,POINT (-67.43639409 -45.81698005),,True
CH-1435,92912.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.85,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.43501277,-45.816223370000003]}",0101000020E6100000831FCD3FD7DB50C0C230E4017AE846C0,POINT (-67.43501277 -45.81622337),,True
CH-1436,92913.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.58,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.433245639999996,-45.815920239999997]}",0101000020E6100000D0BBEB4BBADB50C0E4780D1370E846C0,POINT (-67.43324564 -45.81592024),,True
CH-1437,92914.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.32,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1932-08-01,1932-08-30,1932-08-30,1932-09-09,"{""type"":""Point"",""coordinates"":[-67.431724430000003,-45.815107619999999]}",0101000020E6100000FEEE805FA1DB50C0694F4D7255E846C0,POINT (-67.43172443 -45.81510762),,True
CH-1438,92915.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.94,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.430082959999993,-45.814455270000003]}",0101000020E610000014F1AD7A86DB50C0395AFE1140E846C0,POINT (-67.43008296 -45.81445527),,True
CH-1439,92916.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.49,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.428703060000004,-45.813653549999998]}",0101000020E61000004A99F5DE6FDB50C01CC3ADCC25E846C0,POINT (-67.42870306 -45.81365355),,True
CH-1440,92917.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.08,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.426935290000003,-45.813377299999999]}",0101000020E6100000BB0365E852DB50C0866753BF1CE846C0,POINT (-67.42693529 -45.8133773),,True
CH-1443,92918.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.56,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.44452828,-45.818287720000001]}",0101000020E6100000D12FBE2673DC50C0280FEAA6BDE846C0,POINT (-67.44452828 -45.81828772),,True
CH-1444,92919.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.05,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.442772140000002,-45.81804786]}",0101000020E61000005138F56056DC50C0A3A1D2CAB5E846C0,POINT (-67.44277214 -45.81804786),,True
CH-1445,92920.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.65,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.445091169999998,-45.819330049999998]}",0101000020E6100000DBB8AC5F7CDC50C0A5B09CCEDFE846C0,POINT (-67.44509117 -45.81933005),,True
CH-1446,92921.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.81,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.443243190000004,-45.819151929999997]}",0101000020E6100000624EAF185EDC50C013E76EF8D9E846C0,POINT (-67.44324319 -45.81915193),,True
CH-1447,92922.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.64,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.441419440000004,-45.819028090000003]}",0101000020E610000098A7523740DC50C0168796E9D5E846C0,POINT (-67.44141944 -45.81902809),,True
CH-1448,92923.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.61,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.442101050000005,-45.819964089999999]}",0101000020E6100000BFD133624BDC50C0E2385395F4E846C0,POINT (-67.44210105 -45.81996409),,True
CH-1449,92924.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.08,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.440212209999999,-45.819866339999997]}",0101000020E6100000FE4FD56F2CDC50C013B25661F1E846C0,POINT (-67.44021221 -45.81986634),,True
CH-1450,92925.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.63,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.437842930000002,-45.819923940000002]}",0101000020E6100000A1485A9E05DC50C0F5C08544F3E846C0,POINT (-67.43784293 -45.81992394),,True
